I#ID	Name
G1505	YBR072C-A
G1506	YGL098W
G1507	YDL237W
G1508	YDR182W
G1509	YPL164C
G1510	YPL241C
G1511	YHR136C
G1512	YJR007W
G1513	YAL040C
G1514	YPR107C
G1515	YBR200W-A
G1516	decoy273
G1517	YJL044C
G1518	YPR036W-A
G1519	YLR128W
G1520	YDR211W
G1521	YJL122W
G1522	YOL122C
G1523	YNL196C
G1524	YDR025W
G1525	decoy92
G1526	YOR043W
G1527	YKL180W
G1528	YPR175W
G1529	YGR255C
G1530	YPR005C
G1531	YKL096W-A
G1532	YNL010W
G1533	YBL098W
G1534	YDR247W
G1535	YGR273C
G1536	YGR134W
G1537	YMR004W
G1538	YGL244W
G1539	YML021C
G1540	YDR447C
G1541	YMR088C
G1542	YJL192C
G1543	YCR016W
G1544	YER093C
G1545	YER034W
G1546	YDR031W
G1547	decoy219
G1548	YEL022W
G1549	YNL282W
G1550	YPL154C
G1551	YDR214W
G1552	YNL240C
G1553	YBR280C
G1554	YNL153C
G1555	YBL018C
G1556	YLR460C
G1557	YPL229W
G1558	YMR255W
G1559	YOR211C
G1560	YOR208W
G1561	YGL006W-A
G1562	YKR001C
G1563	YBL087C
G1564	YDL017W
G1565	YHR057C
G1566	YOL103W
G1567	YHR024C
G1568	YLR089C
G1569	YPL121C
G1570	YDR206W
G1571	YAL068C
G1572	YBR062C
G1573	YPR086W
G1574	YOL034W
G1575	YDR238C
G1576	YOR005C
G1577	YIL014C-A
G1578	YKL172W
G1579	YKR017C
G1580	decoy51
G1581	YGR184C
G1582	YLR206W
G1583	YLR452C
G1584	YMR117C
G1585	YLR179C
G1586	YDR258C
G1587	YBR211C
G1588	YFL011W
G1589	YGL224C
G1590	YOR073W
G1591	YOR147W
G1592	YNL243W
G1593	YIL160C
G1594	YIL095W
G1595	decoy175
G1596	YJR112W
G1597	YMR009W
G1598	YJR108W
G1599	YOR268C
G1600	YMR107W
G1601	YFL033C
G1602	YBR248C
G1603	YOR156C
G1604	YOL039W
G1605	decoy73
G1606	YCR051W
G1607	YNL061W
G1608	YMR201C
G1609	YJR041C
G1610	YDR121W
G1611	YNL249C
G1612	YER074W-A
G1613	YOL163W
G1614	YBR003W
G1615	YNR041C
G1616	YLR275W
G1617	YOL014W
G1618	YHR011W
G1619	YJL027C
G1620	YHR035W
G1621	YMR323W
G1622	YBR183W
G1623	YBL014C
G1624	YHR036W
G1625	YHR001W-A
G1626	YOR207C
G1627	decoy188
G1628	YLR241W
G1629	decoy143
G1630	YPL186C
G1631	YBR031W
G1632	YER035W
G1633	YNR010W
G1634	decoy202
G1635	YKL154W
G1636	YNL149C
G1637	YGL084C
G1638	YBR095C
G1639	YDR235W
G1640	YER056C-A
G1641	YDR116C
G1642	YKL203C
G1643	YBL039W-A
G1644	YJR091C
G1645	YGR201C
G1646	YJL143W
G1647	YKL134C
G1648	YOR262W
G1649	YKL119C
G1650	YHR146W
G1651	YPL123C
G1652	YML121W
G1653	YHR140W
G1654	YPL110C
G1655	YPL203W
G1656	YIL161W
G1657	YIR025W
G1658	YCL021W-A
G1659	YNL320W
G1660	YOR109W
G1661	YDR367W
G1662	YCL058C
G1663	YGR041W
G1664	YJL043W
G1665	YDR329C
G1666	YHR172W
G1667	YLR441C
G1668	YCR047C
G1669	YNL238W
G1670	YJL026W
G1671	YLR454W
G1672	YBL029C-A
G1673	YMR067C
G1674	YCL054W
G1675	YMR180C
G1676	YDR055W
G1677	YPR180W
G1678	YOR134W
G1679	YIL062C
G1680	YGR270W
G1681	YGL085W
G1682	YGR174C
G1683	YFR035C
G1684	YPR169W
G1685	YLR410W
G1686	YCR099C
G1687	YLR250W
G1688	YMR014W
G1689	YOL090W
G1690	YML011C
G1691	YMR119W
G1692	YJL107C
G1693	YLR073C
G1694	YPL235W
G1695	YHR091C
G1696	YNL193W
G1697	YAL016C-B
G1698	YOR317W
G1699	YDR441C
G1700	YIL005W
G1701	YNL151C
G1702	YJL177W
G1703	YDR381W
G1704	YOR062C
G1705	YLR154W-F
G1706	YPR085C
G1707	YJL131C
G1708	YKL113C
G1709	YMR195W
G1710	YLL011W
G1711	YBR021W
G1712	YNL045W
G1713	YBL028C
G1714	YIL162W
G1715	YKR023W
G1716	YPL271W
G1717	YLR248W
G1718	YKL047W
G1719	YJR106W
G1720	YJL205C
G1721	YML030W
G1722	YDL148C
G1723	YLR094C
G1724	YKL130C
G1725	YLR003C
G1726	YCL040W
G1727	YJR155W
G1728	YJR065C
G1729	YFR018C
G1730	YJL181W
G1731	YMR202W
G1732	YBR182C-A
G1733	YMR303C
G1734	YAR007C
G1735	YHL008C
G1736	YDR092W
G1737	YLR387C
G1738	YLR433C
G1739	YMR162C
G1740	YBL025W
G1741	YPL088W
G1742	YDR308C
G1743	YNL018C
G1744	YKL125W
G1745	YPL175W
G1746	YMR028W
G1747	YBR282W
G1748	decoy57
G1749	YOR123C
G1750	YGR261C
G1751	YPL012W
G1752	YCR020C
G1753	YLR457C
G1754	YDR156W
G1755	YJL039C
G1756	YER005W
G1757	YGL248W
G1758	YNR064C
G1759	YDR249C
G1760	YLR362W
G1761	YLR178C
G1762	YJL117W
G1763	YKL182W
G1764	YOR093C
G1765	YDL214C
G1766	YBL009W
G1767	YFR027W
G1768	decoy30
G1769	YMR205C
G1770	YOR370C
G1771	YKL046C
G1772	YDL036C
G1773	YDR524W-A
G1774	decoy178
G1775	YMR158C-A
G1776	YGR214W
G1777	YLR103C
G1778	YBL104C
G1779	YGL250W
G1780	YMR251W-A
G1781	YKL189W
G1782	YLR353W
G1783	YLR070C
G1784	YDR281C
G1785	YKR095W-A
G1786	YER167W
G1787	YDR018C
G1788	YDL067C
G1789	YHR196W
G1790	YDR369C
G1791	YLR361C
G1792	YDL027C
G1793	YDL073W
G1794	YIL094C
G1795	YLR048W
G1796	YNL112W
G1797	YAL055W
G1798	YJR024C
G1799	YPL006W
G1800	YPR032W
G1801	YDL012C
G1802	YLR077W
G1803	YOR004W
G1804	YLR440C
G1805	YPL011C
G1806	YLR242C
G1807	YDR261C
G1808	YMR263W
G1809	YNR051C
G1810	YDR088C
G1811	YDR030C
G1812	YHR039C-A
G1813	YML106W
G1814	YNL166C
G1815	YDR353W
G1816	YLR046C
G1817	YBR037C
G1818	YML116W
G1819	YNR013C
G1820	YLR310C
G1821	YHR183W
G1822	YML008C
G1823	YHR191C
G1824	YLR332W
G1825	YKL168C
G1826	YJL133W
G1827	YOL120C
G1828	YML061C
G1829	YKR095W
G1830	YOR259C
G1831	decoy181
G1832	YER077C
G1833	YFL047W
G1834	YLR004C
G1835	YIL152W
G1836	decoy79
G1837	YCL048W
G1838	YPL150W
G1839	YLR254C
G1840	YER080W
G1841	YJL180C
G1842	YDL203C
G1843	YDR299W
G1844	YNL329C
G1845	YCR084C
G1846	YKR060W
G1847	YGL256W
G1848	YKL084W
G1849	YGR072W
G1850	YML065W
G1851	YGL061C
G1852	YDL197C
G1853	YMR214W
G1854	YPL101W
G1855	YLR208W
G1856	YFL036W
G1857	YBR176W
G1858	YJL046W
G1859	YPL191C
G1860	YJL133C-A
G1861	YOR276W
G1862	YBR253W
G1863	YKL181W
G1864	YML004C
G1865	decoy215
G1866	YKL139W
G1867	YBR001C
G1868	YHR043C
G1869	YBR288C
G1870	YKR056W
G1871	decoy166
G1872	YBL011W
G1873	YBL068W
G1874	YJL066C
G1875	YCR019W
G1876	YBL004W
G1877	YER134C
G1878	YOR316C-A
G1879	YLL049W
G1880	YNR044W
G1881	YBL038W
G1882	YHR100C
G1883	YER138W-A
G1884	YPL100W
G1885	YJR077C
G1886	decoy203
G1887	YKL069W
G1888	YLR418C
G1889	YMR269W
G1890	YNL237W
G1891	YER105C
G1892	YNL157W
G1893	YGR179C
G1894	decoy55
G1895	decoy265
G1896	decoy110
G1897	YKL122C
G1898	YPR108W-A
G1899	YDR286C
G1900	YPR055W
G1901	YLR010C
G1902	YJL204C
G1903	YKL146W
G1904	YGR121C
G1905	YDL132W
G1906	YNL052W
G1907	YCL026C-B
G1908	YAL037W
G1909	decoy64
G1910	YEL073C
G1911	YNL180C
G1912	YHR143W-A
G1913	YLR093C
G1914	YER014C-A
G1915	YPR108W
G1916	YKL114C
G1917	YBR272C
G1918	YMR109W
G1919	YDR021W
G1920	YJL092W
G1921	YCR108C
G1922	YDR032C
G1923	YAR066W
G1924	YNL218W
G1925	YKR027W
G1926	decoy127
G1927	YMR030W
G1928	YFR033C
G1929	YER101C
G1930	decoy176
G1931	YGL032C
G1932	YNR024W
G1933	YPR036W
G1934	decoy31
G1935	YMR299C
G1936	YMR076C
G1937	YDR427W
G1938	YIL134W
G1939	YHR108W
G1940	YPR171W
G1941	YML013W
G1942	YNL201C
G1943	YER106W
G1944	YBL108C-A
G1945	YJR004C
G1946	YJL138C
G1947	YLL012W
G1948	YGR169C
G1949	YBL051C
G1950	YMR241W
G1951	YGR037C
G1952	YHR175W
G1953	YDR356W
G1954	YDR346C
G1955	YKR051W
G1956	YML050W
G1957	YMR305C
G1958	YGR131W
G1959	YHR086W
G1960	YDR492W
G1961	YCR012W
G1962	YBR068C
G1963	decoy45
G1964	YLR033W
G1965	YMR216C
G1966	YNL277W
G1967	YLR172C
G1968	YJL061W
G1969	YBR198C
G1970	YBR296C-A
G1971	YDR144C
G1972	YPL217C
G1973	YBR125C
G1974	YIL105C
G1975	YHR018C
G1976	YDR318W
G1977	YMR148W
G1978	YPR181C
G1979	YIR006C
G1980	YJL034W
G1981	YLR183C
G1982	YDR237W
G1983	YLR216C
G1984	YDL147W
G1985	YHR002W
G1986	YGL184C
G1987	YDR529C
G1988	YOR039W
G1989	YLR063W
G1990	YOR216C
G1991	YPL239W
G1992	YJL002C
G1993	YJR095W
G1994	YIL151C
G1995	YJR035W
G1996	YKL137W
G1997	decoy88
G1998	YKR015C
G1999	YJL063C
G2000	YNL187W
G2001	YHR109W
G2002	YFR049W
G2003	YLR225C
G2004	YGR238C
G2005	YGR130C
G2006	YPL144W
G2007	YIL150C
G2008	YJL136C
G2009	YGL247W
G2010	YER100W
G2011	YDR322C-A
G2012	YBL017C
G2013	YJR105W
G2014	YGR277C
G2015	decoy198
G2016	YDR264C
G2017	YLL064C
G2018	YJL079C
G2019	YJL003W
G2020	YOL087C
G2021	YGR106C
G2022	YJL115W
G2023	YKL025C
G2024	YDR409W
G2025	YDL083C
G2026	YCL028W
G2027	YML124C
G2028	YDR101C
G2029	YGL195W
G2030	YGR157W
G2031	YLR156W
G2032	YOR059C
G2033	YDR532C
G2034	YBL064C
G2035	YHR079C
G2036	YIL043C
G2037	YBR222C
G2038	YBR276C
G2039	YHR175W-A
G2040	YFL034W
G2041	decoy221
G2042	YJL140W
G2043	YLR361C-A
G2044	YKL029C
G2045	YER061C
G2046	YLR406C
G2047	YIL045W
G2048	YDR082W
G2049	YCL061C
G2050	YNR009W
G2051	YBR082C
G2052	YHL024W
G2053	YJL148W
G2054	YMR250W
G2055	YGR048W
G2056	YML002W
G2057	YNL154C
G2058	YGL086W
G2059	YGL022W
G2060	YPR163C
G2061	YFL038C
G2062	YKL045W
G2063	YMR120C
G2064	YPL172C
G2065	YNL208W
G2066	YNR027W
G2067	YPL152W-A
G2068	YNR075W
G2069	decoy255
G2070	YKR089C
G2071	YHR030C
G2072	YPL085W
G2073	decoy84
G2074	YER048W-A
G2075	YMR149W
G2076	YBR283C
G2077	YIL042C
G2078	YNL137C
G2079	YML049C
G2080	YDR062W
G2081	YPR003C
G2082	YDL063C
G2083	YNL181W
G2084	YJR066W
G2085	YJL121C
G2086	YDL089W
G2087	YCR024C
G2088	YER090W
G2089	YOR002W
G2090	YAL008W
G2091	YGL082W
G2092	YGR275W
G2093	YKR066C
G2094	YHL033C
G2095	YKL218C
G2096	YIR018C-A
G2097	YMR261C
G2098	YPL087W
G2099	YPL109C
G2100	YPR185W
G2101	YCR034W
G2102	YER019W
G2103	YPL193W
G2104	YBR055C
G2105	YDR194C
G2106	decoy260
G2107	YJL159W
G2108	YGL205W
G2109	YNR015W
G2110	YMR226C
G2111	YMR078C
G2112	YPL117C
G2113	YHR126C
G2114	YLR173W
G2115	YGL100W
G2116	YBR215W
G2117	YNR018W
G2118	YKR067W
G2119	YNL224C
G2120	YKL007W
G2121	decoy272
G2122	YJR016C
G2123	YKR072C
G2124	YDL060W
G2125	YOL138C
G2126	YIL011W
G2127	YBR258C
G2128	YML038C
G2129	YLR335W
G2130	YDR325W
G2131	YGL249W
G2132	YKR052C
G2133	decoy56
G2134	YPR193C
G2135	YHR152W
G2136	YGL015C
G2137	YBR035C
G2138	YGR168C
G2139	YPR094W
G2140	YPL054W
G2141	YJR085C
G2142	YOL082W
G2143	YGL202W
G2144	YPL265W
G2145	YOR215C
G2146	YNL041C
G2147	YPL208W
G2148	YDR164C
G2149	YJR135W-A
G2150	YBL016W
G2151	YDR161W
G2152	YCL033C
G2153	YPR033C
G2154	YOR011W
G2155	YOR213C
G2156	YMR058W
G2157	YKR030W
G2158	YLR080W
G2159	YGL103W
G2160	YBL055C
G2161	YOR110W
G2162	YMR238W
G2163	YAR035W
G2164	YMR210W
G2165	YHR208W
G2166	YBR034C
G2167	YLR049C
G2168	YMR272W-B
G2169	YGL185C
G2170	YFL067W
G2171	YKL050C
G2172	YJL090C
G2173	YER081W
G2174	YPR074C
G2175	YBR072W
G2176	YPL131W
G2177	YOR142W
G2178	YOL045W
G2179	YEL036C
G2180	YGL230C
G2181	YJR069C
G2182	YLR155C
G2183	YBL046W
G2184	YPL130W
G2185	YOL159C-A
G2186	YGL099W
G2187	YDL058W
G2188	YBR255C-A
G2189	YOL126C
G2190	YFL009W
G2191	YDL013W
G2192	YLR186W
G2193	YDR185C
G2194	YDR406W
G2195	YNL131W
G2196	YGR204C-A
G2197	YJL200C
G2198	YGR147C
G2199	YLL052C
G2200	YGL064C
G2201	YJL208C
G2202	YDR375C
G2203	YHR073W
G2204	YOR180C
G2205	YJL165C
G2206	YMR265C
G2207	YML123C
G2208	YMR065W
G2209	YOL094C
G2210	YDL160C-A
G2211	YDR177W
G2212	YJL118W
G2213	YBR221W-A
G2214	YBR196C-A
G2215	YPL067C
G2216	YHR169W
G2217	YDR138W
G2218	YLR157W-C
G2219	YDR352W
G2220	YMR293C
G2221	YOR214C
G2222	YLR243W
G2223	YDR106W
G2224	YGR177C
G2225	YPL147W
G2226	YNL273W
G2227	YLR443W
G2228	YKR085C
G2229	YJR115W
G2230	YJL053W
G2231	YBR164C
G2232	YMR114C
G2233	YJR051W
G2234	YKL100C
G2235	YPL092W
G2236	YHR132W-A
G2237	decoy142
G2238	YLR115W
G2239	YLR314C
G2240	YCR031C
G2241	YER018C
G2242	YBR188C
G2243	YIL009W
G2244	YDR244W
G2245	YNL029C
G2246	YLR026C
G2247	YPL253C
G2248	YLR459W
G2249	YNL234W
G2250	YJL201W
G2251	YLL006W
G2252	YPL014W
G2253	YNL156C
G2254	YPR158W
G2255	YLR092W
G2256	YBR173C
G2257	YHR067W
G2258	YGL156W
G2259	YKR091W
G2260	decoy280
G2261	YBR069C
G2262	YLR134W
G2263	YOL055C
G2264	YOL052C
G2265	YOL070C
G2266	YGL020C
G2267	YBL075C
G2268	YHR143W
G2269	YDR411C
G2270	YDL129W
G2271	YBR167C
G2272	YPL120W
G2273	YGR110W
G2274	YOR008C
G2275	YLR373C
G2276	YEL003W
G2277	YCL057C-A
G2278	YKL012W
G2279	decoy225
G2280	YJL203W
G2281	YDR298C
G2282	YGL044C
G2283	YKL210W
G2284	decoy115
G2285	YKL138C
G2286	YCL005W
G2287	YKL127W
G2288	YLR283W
G2289	YJL108C
G2290	YGL188C-A
G2291	YJL158C
G2292	YIL048W
G2293	YGL198W
G2294	YPL065W
G2295	YML080W
G2296	decoy135
G2297	YMR184W
G2298	YIL078W
G2299	YCR042C
G2300	YDL189W
G2301	YKL023W
G2302	YMR079W
G2303	YER036C
G2304	YLR347C
G2305	YPR070W
G2306	YDR270W
G2307	YDR471W
G2308	YGR250C
G2309	YEL070W
G2310	YDL091C
G2311	YJL167W
G2312	YBR175W
G2313	YBR230W-A
G2314	YPL194W
G2315	YMR194W
G2316	YOL029C
G2317	YDR222W
G2318	YDL097C
G2319	YMR225C
G2320	YBR299W
G2321	decoy1
G2322	YKL086W
G2323	YPL272C
G2324	YML058W
G2325	YIL055C
G2326	YJL080C
G2327	YGL019W
G2328	YPL068C
G2329	YPL015C
G2330	YGL093W
G2331	YPR020W
G2332	YGR286C
G2333	YDL210W
G2334	YOR161C-C
G2335	YCR105W
G2336	YJR082C
G2337	YKR065C
G2338	YIL092W
G2339	YEL040W
G2340	YDL007W
G2341	YIL041W
G2342	YCR003W
G2343	YIL140W
G2344	decoy239
G2345	YNL265C
G2346	YGR222W
G2347	YIL155C
G2348	YKR050W
G2349	YNL190W
G2350	YGL258W-A
G2351	YGL059W
G2352	YIL061C
G2353	decoy224
G2354	YCR057C
G2355	YFR042W
G2356	YOL114C
G2357	YNR047W
G2358	YMR196W
G2359	YLR082C
G2360	YOR265W
G2361	YKL009W
G2362	YLL056C
G2363	YOR120W
G2364	YJR053W
G2365	YOL012C
G2366	YLR355C
G2367	YML054C
G2368	YDL201W
G2369	YHR047C
G2370	YBL102W
G2371	YDR129C
G2372	YKL073W
G2373	YMR032W
G2374	YOR362C
G2375	YBR117C
G2376	YDR484W
G2377	YDR066C
G2378	YLL026W
G2379	YGR282C
G2380	YBL050W
G2381	YLR435W
G2382	YER057C
G2383	YLR205C
G2384	YEL064C
G2385	YER119C
G2386	YHR085W
G2387	YDR345C
G2388	YNL142W
G2389	YGR109W-B
G2390	YDR309C
G2391	YHL048W
G2392	YER123W
G2393	YDR380W
G2394	YIL133C
G2395	YGR227W
G2396	decoy244
G2397	YPR153W
G2398	YIL037C
G2399	YBR302C
G2400	YBR057C
G2401	YNL291C
G2402	YNL294C
G2403	YLR117C
G2404	YIL003W
G2405	YNL096C
G2406	YKL011C
G2407	YIL173W
G2408	YMR122W-A
G2409	YJL155C
G2410	YOR254C
G2411	YLR456W
G2412	YIL018W
G2413	YKL106W
G2414	YDR464W
G2415	YGL163C
G2416	YLR284C
G2417	YKR016W
G2418	YJL081C
G2419	YPR115W
G2420	YIL073C
G2421	YML020W
G2422	YHL031C
G2423	YJL116C
G2424	YJR084W
G2425	YBR052C
G2426	YPL009C
G2427	YDR166C
G2428	YBR264C
G2429	YHL043W
G2430	YIR010W
G2431	YGR241C
G2432	YHL042W
G2433	YNL118C
G2434	YOR161C
G2435	YLR329W
G2436	YPL201C
G2437	YIL049W
G2438	YGR183C
G2439	YDR508C
G2440	YEL035C
G2441	YLR287C
G2442	YDL209C
G2443	YGR220C
G2444	YGR042W
G2445	YLR378C
G2446	YDR041W
G2447	YCR052W
G2448	YBL010C
G2449	YER110C
G2450	YDR330W
G2451	YGL095C
G2452	YIL029C
G2453	YJR008W
G2454	YMR260C
G2455	YHR177W
G2456	YGR209C
G2457	YHR133C
G2458	YJL185C
G2459	YIL082W-A
G2460	YDR022C
G2461	YOR368W
G2462	YDR506C
G2463	YCR020W-B
G2464	YDR058C
G2465	YNL024C-A
G2466	decoy82
G2467	YDL243C
G2468	YPR162C
G2469	YAL043C
G2470	YBL044W
G2471	YHL023C
G2472	YBR076W
G2473	YJL147C
G2474	YFR043C
G2475	YNL287W
G2476	YHR163W
G2477	YMR268C
G2478	decoy210
G2479	YIL149C
G2480	YBL037W
G2481	YJR005W
G2482	YMR230W-A
G2483	YMR044W
G2484	YMR244C-A
G2485	decoy76
G2486	YBL059C-A
G2487	YJL045W
G2488	YOR209C
G2489	YNL067W-B
G2490	YPR051W
G2491	YKL026C
G2492	YDR061W
G2493	YEL004W
G2494	YGR212W
G2495	YLR091W
G2496	YDL028C
G2497	YNL133C
G2498	YDL195W
G2499	YIL064W
G2500	YGR159C
G2501	YPR035W
G2502	decoy18
G2503	YJR150C
G2504	YOL147C
G2505	YBR236C
G2506	YDL238C
G2507	YGR080W
G2508	YMR023C
G2509	YHR132C
G2510	YLR342W-A
G2511	YPL155C
G2512	YDR197W
G2513	YPL160W
G2514	YLR290C
G2515	decoy87
G2516	YPL189C-A
G2517	YJL126W
G2518	YMR092C
G2519	YIL074C
G2520	YHR149C
G2521	YJL041W
G2522	YBR106W
G2523	decoy94
G2524	YBR078W
G2525	YGL029W
G2526	YEL075C
G2527	YFR007W
G2528	YGR149W
G2529	YJR022W
G2530	YDL047W
G2531	YBL101C
G2532	decoy145
G2533	YPL146C
G2534	decoy11
G2535	YOR360C
G2536	YGR101W
G2537	YDR438W
G2538	YDR522C
G2539	YJL037W
G2540	YLR299W
G2541	YML096W
G2542	YDR530C
G2543	YMR029C
G2544	YDL179W
G2545	YFR055W
G2546	YNL251C
G2547	YJR048W
G2548	YCR102C
G2549	YOR374W
G2550	YLR438W
G2551	YLR233C
G2552	YPL096C-A
G2553	YMR283C
G2554	YML064C
G2555	YEL059C-A
G2556	YJL189W
G2557	YOR336W
G2558	YKR055W
G2559	YMR071C
G2560	YER139C
G2561	YGL014W
G2562	YOR303W
G2563	YPL237W
G2564	YDL208W
G2565	YKL173W
G2566	YFR014C
G2567	YGL153W
G2568	YLR304C
G2569	YFL039C
G2570	YDL143W
G2571	YJL004C
G2572	YMR219W
G2573	decoy147
G2574	YER055C
G2575	YKL039W
G2576	YDR440W
G2577	YML048W
G2578	YBR077C
G2579	YBR029C
G2580	YDR060W
G2581	YDL115C
G2582	YIR038C
G2583	YJR005C-A
G2584	YGL045W
G2585	YJR032W
G2586	YMR297W
G2587	YOR373W
G2588	YPL259C
G2589	YGR035W-A
G2590	YGR102C
G2591	YNL221C
G2592	YFL023W
G2593	YOR058C
G2594	decoy266
G2595	YOL088C
G2596	YPR149W
G2597	YLR429W
G2598	YFL050C
G2599	YNL101W
G2600	YDR368W
G2601	YPR165W
G2602	YLL008W
G2603	YLR187W
G2604	YGR026W
G2605	YAR008W
G2606	YLL041C
G2607	YBR233W-A
G2608	YCL029C
G2609	YIR019C
G2610	YJL099W
G2611	YGL016W
G2612	YMR064W
G2613	YMR123W
G2614	YGL161C
G2615	YHL018W
G2616	YJL006C
G2617	YGR112W
G2618	YDR135C
G2619	YKR100C
G2620	YMR215W
G2621	YMR156C
G2622	decoy37
G2623	YDL006W
G2624	YPL034W
G2625	YML041C
G2626	YER007W
G2627	YBR259W
G2628	YBR118W
G2629	YLR054C
G2630	YPR200C
G2631	YMR098C
G2632	YDL178W
G2633	YFL005W
G2634	decoy62
G2635	YLR309C
G2636	YCR026C
G2637	YLR141W
G2638	YER152C
G2639	YGR121W-A
G2640	YGR020C
G2641	YGL134W
G2642	YOL019W-A
G2643	YAL048C
G2644	YDR429C
G2645	YNL260C
G2646	YNL049C
G2647	YOR227W
G2648	YNL116W
G2649	YPR117W
G2650	YIL157C
G2651	YJR049C
G2652	YPR001W
G2653	YOR293C-A
G2654	YOR046C
G2655	YPR023C
G2656	YJL213W
G2657	YKL049C
G2658	YHR162W
G2659	YDR261C-D
G2660	YKR026C
G2661	YHR069C
G2662	YGR092W
G2663	YGL242C
G2664	YCL045C
G2665	YBR189W
G2666	YER180C-A
G2667	YLR438C-A
G2668	YIL121W
G2669	YFL017C
G2670	YOL033W
G2671	YLR351C
G2672	decoy199
G2673	YNL107W
G2674	YOR231W
G2675	YJL047C-A
G2676	YEL029C
G2677	YDR104C
G2678	decoy97
G2679	YDL232W
G2680	YMR318C
G2681	YER177W
G2682	YLR018C
G2683	YDR034C-A
G2684	YER171W
G2685	YER113C
G2686	YGL012W
G2687	YDL103C
G2688	YCL030C
G2689	YML125C
G2690	YDR384C
G2691	YHR110W
G2692	decoy262
G2693	YBR210W
G2694	YPR109W
G2695	decoy103
G2696	YNL327W
G2697	YER072W
G2698	YMR310C
G2699	YML028W
G2700	YIL165C
G2701	YPL095C
G2702	YLR386W
G2703	YOL107W
G2704	YLR199C
G2705	YDL145C
G2706	YLR356W
G2707	YOR324C
G2708	YDR376W
G2709	YBL035C
G2710	YBL005W-A
G2711	YNL301C
G2712	YNL095C
G2713	YFR032C-A
G2714	YPL178W
G2715	YDR301W
G2716	YMR322C
G2717	YGL081W
G2718	YKL150W
G2719	YPL184C
G2720	YNL146W
G2721	YJR113C
G2722	YDL046W
G2723	YHR165C
G2724	YBR041W
G2725	YPR006C
G2726	YDR027C
G2727	YFL002C
G2728	YKL017C
G2729	YOR236W
G2730	YBL040C
G2731	YJL085W
G2732	YGL179C
G2733	YMR121C
G2734	YGR229C
G2735	YDL128W
G2736	YLR105C
G2737	YJL190C
G2738	YHR033W
G2739	YDL216C
G2740	YGL262W
G2741	decoy133
G2742	YLL009C
G2743	decoy283
G2744	YBR146W
G2745	YBR101C
G2746	YPL151C
G2747	YMR040W
G2748	YOR119C
G2749	YBL042C
G2750	YLR319C
G2751	YNR006W
G2752	YOL008W
G2753	YCR021C
G2754	YDL150W
G2755	YMR240C
G2756	decoy49
G2757	YEL065W
G2758	YHR184W
G2759	YDR188W
G2760	YDR428C
G2761	YML086C
G2762	YMR144W
G2763	YKL209C
G2764	YBL007C
G2765	YNL078W
G2766	YOR176W
G2767	YKR061W
G2768	YIL075C
G2769	YNL281W
G2770	YEL050C
G2771	YIL103W
G2772	YNR071C
G2773	YPL046C
G2774	YDR127W
G2775	YBR268W
G2776	YDR142C
G2777	YEL012W
G2778	YBR265W
G2779	YHR001W
G2780	YBR186W
G2781	YLR336C
G2782	YNL225C
G2783	YOL061W
G2784	YER143W
G2785	YBR142W
G2786	YNR028W
G2787	YMR055C
G2788	YBR053C
G2789	YDL171C
G2790	YMR191W
G2791	YOL135C
G2792	YNR061C
G2793	YGR152C
G2794	YPL132W
G2795	YOR074C
G2796	YOL081W
G2797	decoy14
G2798	YMR185W
G2799	YDL239C
G2800	YDL185W
G2801	YDL188C
G2802	YDR272W
G2803	YIL019W
G2804	YGR173W
G2805	YOR179C
G2806	YER060W-A
G2807	YLR222C
G2808	YKL070W
G2809	YKR078W
G2810	YDR307W
G2811	YGR191W
G2812	YLR078C
G2813	YOL133W
G2814	YDR267C
G2815	YLR008C
G2816	YER019C-A
G2817	YDL226C
G2818	YIL104C
G2819	YBR234C
G2820	YER066W
G2821	YGR081C
G2822	YKL206C
G2823	YDR125C
G2824	YPR041W
G2825	YLL036C
G2826	YKR069W
G2827	YOL164W
G2828	YKL195W
G2829	YDR347W
G2830	YOL124C
G2831	YPR024W
G2832	YNL269W
G2833	YER086W
G2834	YJR039W
G2835	YGL051W
G2836	YPL013C
G2837	YDL035C
G2838	YKL175W
G2839	YOR280C
G2840	YPR021C
G2841	YIL144W
G2842	YDR349C
G2843	YDR113C
G2844	YDR275W
G2845	YMR287C
G2846	YDR147W
G2847	YBL031W
G2848	YLR200W
G2849	YIL099W
G2850	YOL110W
G2851	YIL137C
G2852	YPL050C
G2853	YPR016C
G2854	YKL148C
G2855	YPL024W
G2856	YLR389C
G2857	YBR168W
G2858	YOR278W
G2859	YNL063W
G2860	YDR212W
G2861	YLR212C
G2862	decoy271
G2863	YOR157C
G2864	decoy237
G2865	YOR319W
G2866	YDL233W
G2867	YGR076C
G2868	YCL010C
G2869	YLR126C
G2870	YLR114C
G2871	YGL160W
G2872	YIL088C
G2873	decoy29
G2874	YGL178W
G2875	YBR047W
G2876	YIL143C
G2877	YHR096C
G2878	YDL186W
G2879	YGR187C
G2880	YOR009W
G2881	YER013W
G2882	YHR025W
G2883	YCL052C
G2884	YJL127C-B
G2885	YDL224C
G2886	YML115C
G2887	YFL037W
G2888	YPL007C
G2889	YDR497C
G2890	YGR146C-A
G2891	YJR003C
G2892	YDL165W
G2893	YBR143C
G2894	decoy155
G2895	YER186C
G2896	YOR049C
G2897	YMR247C
G2898	YBR279W
G2899	YJR086W
G2900	YAL063C-A
